SalePrice,id
11.708551438055382,1461
11.981133803557235,1462
12.144376269598405,1463
12.211828701160087,1464
12.19938371432261,1465
12.059372844438279,1466
12.079788841818369,1467
11.983773167152664,1468
12.203823402951095,1469
11.704552797897234,1470
12.041990981805343,1471
11.477559873666973,1472
11.465713345582056,1473
11.885364523915916,1474
11.59508202701037,1475
12.795930705330683,1476
12.444748873831042,1477
12.654929887724782,1478
12.616303181504126,1479
13.13104744294655,1480
12.704739037173756,1481
12.247338295946374,1482
12.120741605261657,1483
11.980583116639863,1484
12.13939658016424,1485
12.149400278273633,1486
12.748834027811801,1487
12.338462245745692,1488
12.175980237394516,1489
12.430596108306695,1490
12.183708549187083,1491
11.481425131667702,1492
12.090557568423673,1493
12.623114753666632,1494
12.572962041206168,1495
12.353951897220313,1496
12.128850587884145,1497
12.169225919133392,1498
12.044535579779247,1499
11.981772808457732,1500
12.090075652461014,1501
11.84766589926627,1502
12.674849663030589,1503
12.38820172804189,1504
12.344837428691505,1505
12.16321415118217,1506
12.416036500084317,1507
12.210175656200285,1508
11.954740838564822,1509
11.887012005600756,1510
12.049532752654953,1511
12.054593745384025,1512
11.890394691587748,1513
11.972804928899372,1514
12.131131888665589,1515
11.938147801560467,1516
12.070134573708238,1517
11.782773100443265,1518
12.241391177658757,1519
11.744164060153647,1520
11.807174519735593,1521
12.072871273312241,1522
11.673937555406209,1523
11.759844591022258,1524
11.678223439935753,1525
11.628419843155497,1526
11.607894520511426,1527
11.796942650804224,1528
11.969301953205417,1529
12.16472331201923,1530
11.602750878416241,1531
11.431576266833662,1532
11.93896422287721,1533
11.742786098822105,1534
11.898326063493387,1535
11.55879819674732,1536
10.994442735499849,1537
11.916974970942896,1538
12.169870623752445,1539
11.324652073787487,1540
11.851006677334242,1541
11.96671789312707,1542
12.092370796941244,1543
11.341668234391209,1544
11.668913449837484,1545
11.819482255670563,1546
11.800246701435295,1547
11.854682494821967,1548
11.70287083391647,1549
11.819931275747116,1550
11.53719066492241,1551
11.845749039811697,1552
11.875309888512817,1553
11.656049385120255,1554
12.021768168900067,1555
11.33374171605192,1556
11.71289850509102,1557
11.56302231745334,1558
10.988411053786109,1559
11.773634829081193,1560
11.721282034041458,1561
11.778182428926069,1562
11.699289390239498,1563
11.982667395664507,1564
11.961648975459852,1565
12.379450996287877,1566
11.27829564674061,1567
12.38822468581812,1568
11.836225597283551,1569
11.780019792832125,1570
11.62935060522696,1571
11.864191216372003,1572
12.331109667767427,1573
11.684502395492816,1574
12.389201284808676,1575
12.350767969537328,1576
12.071888505395892,1577
11.895451146055438,1578
11.933526515094304,1579
12.180543278136138,1580
11.969182544057965,1581
11.739085903712011,1582
12.574075227366658,1583
12.279160371163341,1584
11.802536009087444,1585
11.262818528215481,1586
11.599124947952106,1587
11.890959768199778,1588
11.49651586913571,1589
11.756876288946465,1590
11.443861994302619,1591
11.702278433900208,1592
11.765991357518772,1593
11.77007304241151,1594
11.64315527189607,1595
12.28824210656419,1596
12.243374055188944,1597
12.355467479784547,1598
12.031219946001599,1599
11.973851526282495,1600
11.098729317051692,1601
11.683022908667379,1602
11.044267150771198,1603
12.474083598015593,1604
12.343193207578512,1605
12.006943793631006,1606
12.083350411139612,1607
12.288679290934313,1608
12.105002680888665,1609
11.932970407224197,1610
11.81793067474388,1611
12.059188372537026,1612
12.020729139445223,1613
11.72442516616764,1614
11.427226823054756,1615
11.280377417522434,1616
11.428800682218183,1617
11.847322609156905,1618
11.841977839634968,1619
11.903320903816006,1620
11.802919920972597,1621
11.890211133902769,1622
12.410453674138912,1623
12.217024884722584,1624
11.653767043896849,1625
12.035543420824759,1626
12.186845501351875,1627
12.526869863544869,1628
12.09872676409886,1629
12.79639241091118,1630
12.393863709329029,1631
12.468148539661557,1632
12.036822161131077,1633
12.127963477130233,1634
12.063928016060801,1635
11.927673899782727,1636
12.266105541638582,1637
12.107173651847045,1638
12.141460479480807,1639
12.383168801592078,1640
12.119429215838899,1641
12.43126483272199,1642
12.3209795770975,1643
12.422488106383517,1644
12.221818819545161,1645
11.946098037948257,1646
11.974550871179913,1647
11.765720708024586,1648
11.846909144765462,1649
11.629209924185272,1650
11.67833431103716,1651
11.484652244634072,1652
11.498120843886179,1653
11.898051964411488,1654
